2.104
2.04
1.825
1.44
1.29
1.18
1.10
1.05
1.02
0.91
0.912
0.837
0.833
0.815
0.771
0.744
0.726
0.709
0.709
0.680
0.680
0.645
0.616
0.615
0.608
0.589
0.577
0.565
0.556
0.550
0.527
0.526
0.511
0.510
0.506
