LAMBDA dPhi/dLAMBDA  LOGSCALE=yes (wavelength [A], flux [1e12/s/cm^2/Ang])
0.3	55.4678923480939
0.320680230519177	51.5253498690909
0.342786034152774	47.8267236766439
0.366415681502887	44.3556111539168
0.39167421736729	41.0980096007692
0.418673927712536	38.0509685856315
0.447534838837417	35.2635784734215
0.478385250945819	32.970284432891
0.511362308500931	31.8882927806371
0.546612609896323	33.6463482804961
0.584292859154139	41.0681159790417
0.624570562547528	57.8570659327185
0.66762477324411	87.4327066944036
0.713646887280781	131.253161982882
0.762841494408313	187.472888865681
0.81542728758817	250.742268389121
0.871638035184671	313.351047028988
0.931723620174342	367.209217589183
0.995951150992234	405.8191048326
1.06460614895343	425.543906548995
1.1379938175284	425.90971967738
1.21644039911468	409.092472544257
1.30029462533645	378.959542384467
1.38992926731913	340.043883220379
1.48574279283083	296.709642206073
1.58816113765732	252.619345672541
1.69763959908516	210.496233241005
1.81466485991037	172.111879690698
1.93975715197036	138.411785622972
2.07347256881692	109.702478636859
2.21640553781133	85.8460990276468
2.36919146263106	66.4313036477203
2.53250954793532	50.9072498402484
2.70708581874638	38.6791229380984
2.89369634796927	29.1699835343638
3.09317070639762	21.8561965455773
3.30639565054252	16.283871361035
3.53431906467859	12.0727403799738
3.77795417463151	8.91248353827072
4.03838405203906	6.55509644036809
4.31676642910951	4.80570155615508
4.61433884528093	3.51327902663421
4.93242414866094	2.56213444097703
5.27243637670315	1.86448097221407
5.63588704226286	1.35423959778784
6.02439185297632	0.982005137759316
6.43967789383432	0.711048129816646
6.88359130488012	0.514193770515489
7.35810548816253	0.371418740705148
7.86532988042793	0.2680210840944
8.40751933054999	0.193238881508129
8.98708412338402	0.139215245252386
9.60660069460674	0.100227471057705
10.2688230841739	0.0721158263764071
10.9766951793118	0.0518620927557711
11.7333638014681	0.0372797558662103
12.5421926954005	0.0267870037090796
13.4067774825899	0.0192408707632627
14.3309616454542	0.013816358527422
15.3188536134191	0.00991852728964603
16.3748450268025	0.00711868711530443
17.5036302597027	0.00510815802470162
18.7102272886797	0.00366481005481759
20	0.00262888137105486
21.3786820346118	0.00188552077104714
RADIAL   (radius [mm], weight)
0 1
1 1
2 1
3 0.99999
4 0.99998
5 0.99995
6 0.9999
7 0.99981
8 0.99967
9 0.99948
10 0.9992
11 0.99883
12 0.99834
13 0.99772
14 0.99693
15 0.99596
16 0.99477
17 0.99334
18 0.99164
19 0.98963
20 0.98728
21 0.98456
22 0.98143
23 0.97786
24 0.97381
25 0.96923
26 0.9641
27 0.95838
28 0.95202
29 0.94499
30 0.93725
31 0.92878
32 0.91954
33 0.90949
34 0.89861
35 0.88688
36 0.87427
37 0.86077
38 0.84636
39 0.83104
40 0.81481
41 0.79767
42 0.77963
43 0.76071
44 0.74093
45 0.72033
46 0.69894
47 0.6768
48 0.65398
49 0.63054
50 0.60653
51 0.58204
52 0.55715
53 0.53193
54 0.50649
55 0.48092
56 0.45532
57 0.42978
58 0.40441
59 0.37931
60 0.35459
61 0.33033
62 0.30663
63 0.28359
64 0.26128
65 0.23978
66 0.21915
67 0.19947
68 0.18077
69 0.1631
70 0.14649
71 0.13095
72 0.11649
73 0.10312
74 0.09082
75 0.07956
76 0.06932
77 0.06007
78 0.05176
79 0.04433
80 0.03775
81 0.03195
82 0.02686
83 0.02245
84 0.01863
85 0.01536
86 0.01257
87 0.01022
88 0.00825
89 0.00661
90 0.00525
91 0.00414
92 0.00324
93 0.00252
94 0.00194
95 0.00148
96 0.00112
97 8.39804E-4
98 6.24259E-4
99 0
