# polycrystal lookup table
# Date: 2021-05-31 21:02:48.218523
# Generated from NCrystal (https://github.com/mctools/ncrystal)
# Reference: X.-X. Cai and T. Kittelmann, Comp. Phys. Comm. 246 (2020) 106851
# Source file: Mg_sg194.ncmat
SIGA=0.00015079
SIGI=0.00034428
SIGC=0.0156239
SIGF=0.014731
SIGS=0.000261315
BT=0.306167
BMPH=0.637183
# dhkl[A], multiplicity, FHKL/cell_volume [fm/A^3], h, k, l
2.77931	6	0.115656	0	1	0
2.60516	2	0.231313	0	0	2
2.45224	12	0.200323	0	1	1
1.90071	12	0.115656	0	1	2
1.60464	6	0.231313	1	2	0
1.47285	12	0.200323	0	1	3
1.38965	6	0.115656	0	2	0
1.36626	12	0.231313	1	2	2
1.34272	12	0.200323	0	2	1
1.30258	2	0.231313	0	0	4
1.22612	12	0.115656	0	2	2
1.17947	12	0.115656	0	1	4
1.08507	12	0.200323	0	2	3
1.05048	12	0.115656	1	3	0
1.02976	24	0.200323	1	3	1
1.01132	12	0.231313	1	2	4
0.975737	12	0.200323	0	1	5
0.974258	24	0.115656	1	3	2
0.950357	12	0.115656	0	2	4
0.926436	6	0.231313	0	3	0
0.898852	24	0.200323	1	3	3
0.872886	12	0.231312	0	3	2
0.868388	2	0.231312	0	0	6
0.833703	12	0.200322	0	2	5
0.828872	12	0.115656	0	1	6
0.817704	24	0.115656	1	3	4
0.802318	6	0.231312	2	4	0
0.770842	12	0.115656	1	4	0
0.766778	12	0.231312	2	4	2
0.763724	12	0.231312	1	2	6
0.762542	24	0.200322	1	4	1
0.754962	12	0.231312	0	3	4
0.739809	24	0.200322	1	3	5
0.739163	24	0.115656	1	4	2
0.736427	12	0.115656	0	2	6
0.718995	12	0.200322	0	1	7
0.704563	24	0.200322	1	4	3
0.694827	6	0.115656	0	4	0
0.68873	12	0.200322	0	4	1
0.68313	12	0.231312	2	4	4
0.671359	12	0.115656	0	4	2
0.669306	24	0.115656	1	3	6
0.663385	24	0.115656	1	4	4
0.656139	12	0.200322	0	2	7
0.651291	2	0.231312	0	0	8
0.645116	12	0.200322	0	4	3
0.637617	12	0.115656	2	5	0
0.634113	12	0.115656	0	1	8
0.633571	12	0.231312	0	3	6
0.632896	24	0.200322	2	5	1
0.619717	24	0.200322	1	4	5
0.619337	24	0.115656	2	5	2
0.61306	12	0.115656	0	4	4
0.607328	24	0.200322	1	3	7
0.606495	12	0.231312	1	5	0
0.603477	12	0.231312	1	2	8
0.598555	24	0.200322	2	5	3
0.590699	24	0.231312	1	5	2
0.589735	12	0.115656	0	2	8
0.589299	12	0.231312	2	4	6
0.578101	12	0.200322	0	4	5
0.576483	24	0.115656	1	4	6
0.572687	24	0.115656	2	5	4
0.566761	12	0.200322	0	1	9
0.555862	6	0.115656	0	5	0
0.553536	24	0.115656	1	3	8
0.552725	12	0.200322	0	5	1
0.549818	24	0.231312	1	5	4
0.543882	24	0.200322	2	5	5
0.543625	12	0.115656	0	5	2
0.542533	12	0.115656	0	4	6
0.535449	24	0.200322	1	4	7
0.534878	6	0.231312	3	6	0
0.534406	12	0.200322	0	2	9
0.532805	12	0.231312	0	3	8
0.529408	12	0.200322	0	5	3
0.52524	12	0.115656	2	6	0
0.523949	12	0.231311	3	6	2
0.522591	24	0.200322	2	6	1
0.521033	2	0.231311	0	0	10
0.51488	24	0.115656	2	6	2
0.513952	24	0.115656	2	5	6
0.512112	12	0.115656	0	1	10
0.511256	12	0.115656	0	5	4
0.507917	12	0.200322	0	4	7
0.507027	24	0.200322	1	3	9
0.505659	12	0.231311	2	4	8
0.502752	24	0.200322	2	6	3
0.499179	12	0.115656	1	6	0
0.497492	24	0.115656	1	4	8
0.49723	24	0.231311	1	5	6
0.496903	24	0.200321	1	6	1
0.495563	12	0.231311	1	2	10
0.494788	12	0.231311	3	6	4
0.490448	12	0.200321	0	5	5
0.49026	24	0.115656	1	6	2
0.487868	12	0.115656	0	2	10
0.487129	24	0.115656	2	6	4
0.484238	24	0.200321	2	5	7
0.479756	24	0.200321	1	6	3
0.475179	12	0.115656	0	4	8
0.469029	24	0.200321	2	6	5
0.468164	12	0.115656	0	5	6
0.466934	12	0.200321	0	1	11
0.466771	24	0.115656	1	3	10
0.466123	24	0.115656	1	6	4
0.463218	6	0.231311	0	6	0
0.462911	24	0.200321	1	4	9
0.456916	12	0.115656	3	7	0
0.456065	12	0.231311	0	6	2
0.455621	24	0.115656	2	5	8
0.45542	12	0.231311	3	6	6
0.455169	24	0.200321	3	7	1
0.454138	12	0.231311	0	3	10
0.450192	24	0.200321	1	6	5
0.450046	24	0.115655	3	7	2
0.449426	24	0.115655	2	6	6
0.448338	12	0.200321	0	2	11
0.445374	12	0.200321	0	5	7
0.445046	12	0.231311	2	7	0
0.444774	12	0.200321	0	4	9
0.443849	24	0.231311	1	5	8
0.44188	24	0.200321	3	7	3
0.43869	24	0.231311	2	7	2
0.436975	12	0.231311	2	4	10
0.436443	12	0.231311	0	6	4
0.434194	2	0.231311	0	0	12
0.432772	24	0.115655	1	6	6
0.4318	24	0.200321	1	3	11
0.431672	24	0.115655	1	4	10
0.431159	24	0.115655	3	7	4
0.429151	24	0.200321	2	6	7
0.428991	12	0.115655	0	1	12
0.428613	24	0.200321	2	5	9
0.423841	12	0.115655	1	7	0
0.422807	12	0.115655	0	5	8
0.422445	24	0.200321	1	7	1
0.421143	24	0.231311	2	7	4
0.419122	12	0.231311	1	2	12
0.418457	24	0.200321	3	7	5
0.41834	24	0.115655	1	7	2
0.416852	12	0.115655	0	4	10
