m 	 up  	down	 # analytical
THICK=0.023
RHO=3.96e-6
SIG1=0.099
SIG2=0.0211
MC=5.5
0.0	0.99	0.99
0.0237	0.99	0.99
0.0475	0.99	0.99
0.0712	0.99	0.99
0.0949	0.99	0.99
0.1186	0.99	0.99
0.1424	0.99	0.99
0.1661	0.99	0.99
0.1898	0.99	0.99
0.2135	0.99	0.99
0.2373	0.99	0.99
0.261	0.99	0.99
0.2847	0.99	0.99
0.3084	0.99	0.99
0.3322	0.99	0.99
0.3559	0.99	0.99
0.3796	0.99	0.99
0.4033	0.99	0.99
0.4271	0.99	0.99
0.4508	0.99	0.99
0.4745	0.99	0.99
0.4982	0.99	0.99
0.522	0.99	0.99
0.5457	0.99	0.99
0.5694	0.99	0.99
0.5931	0.99	0.99
0.6169	0.99	0.99
0.6406	0.99	0.99
0.6643	0.99	0.99
0.688	0.99	0.99
0.7118	0.99	0.99
0.7355	0.99	0.99
0.7592	0.99	0.99
0.7829	0.99	0.99
0.8067	0.99	0.99
0.8304	0.99	0.99
0.8541	0.99	0.99
0.8778	0.99	0.99
0.9016	0.99	0.99
0.9253	0.99	0.99
0.949	0.99	0.99
0.9727	0.99	0.99
0.9965	0.99	0.99
1.0202	0.9886	0.9886
1.0439	0.987	0.987
1.0676	0.9853	0.9853
1.0914	0.9837	0.9837
1.1151	0.982	0.982
1.1388	0.9804	0.9804
1.1625	0.9787	0.9787
1.1863	0.9771	0.9771
1.21	0.9754	0.9754
1.2337	0.9738	0.9738
1.2575	0.9722	0.9722
1.2812	0.9705	0.9705
1.3049	0.9689	0.9689
1.3286	0.9672	0.9672
1.3524	0.9656	0.9656
1.3761	0.9639	0.9639
1.3998	0.9623	0.9623
1.4235	0.9606	0.9606
1.4473	0.959	0.959
1.471	0.9574	0.9574
1.4947	0.9557	0.9557
1.5184	0.9541	0.9541
1.5422	0.9524	0.9524
1.5659	0.9508	0.9508
1.5896	0.9491	0.9491
1.6133	0.9475	0.9475
1.6371	0.9459	0.9459
1.6608	0.9442	0.9442
1.6845	0.9426	0.9426
1.7082	0.9409	0.9409
1.732	0.9393	0.9393
1.7557	0.9376	0.9376
1.7794	0.936	0.936
1.8031	0.9343	0.9343
1.8269	0.9327	0.9327
1.8506	0.9311	0.9311
1.8743	0.9294	0.9294
1.898	0.9278	0.9278
1.9218	0.9261	0.9261
1.9455	0.9245	0.9245
1.9692	0.9228	0.9228
1.9929	0.9212	0.9212
2.0167	0.9195	0.9195
2.0404	0.9179	0.9179
2.0641	0.9163	0.9163
2.0878	0.9146	0.9146
2.1116	0.913	0.913
2.1353	0.9113	0.9113
2.159	0.9097	0.9097
2.1827	0.908	0.908
2.2065	0.9064	0.9064
2.2302	0.9047	0.9047
2.2539	0.9031	0.9031
2.2776	0.9015	0.9015
2.3014	0.8998	0.8998
2.3251	0.8982	0.8982
2.3488	0.8965	0.8965
2.3725	0.8949	0.8949
2.3963	0.8932	0.8932
2.42	0.8916	0.8916
2.4437	0.8899	0.8899
2.4675	0.8883	0.8883
2.4912	0.8867	0.8867
2.5149	0.885	0.885
2.5386	0.8834	0.8834
2.5624	0.8817	0.8817
2.5861	0.8801	0.8801
2.6098	0.8784	0.8784
2.6335	0.8768	0.8768
2.6573	0.8752	0.8752
2.681	0.8735	0.8735
2.7047	0.8719	0.8719
2.7284	0.8702	0.8702
2.7522	0.8686	0.8686
2.7759	0.8669	0.8669
2.7996	0.8653	0.8653
2.8233	0.8636	0.8636
2.8471	0.862	0.862
2.8708	0.8604	0.8604
2.8945	0.8587	0.8587
2.9182	0.8571	0.8571
2.942	0.8554	0.8554
2.9657	0.8538	0.8538
2.9894	0.8521	0.8521
3.0131	0.8505	0.8505
3.0369	0.8488	0.8488
3.0606	0.8472	0.8472
3.0843	0.8456	0.8456
3.108	0.8439	0.8439
3.1318	0.8423	0.8423
3.1555	0.8406	0.8406
3.1792	0.839	0.839
3.2029	0.8373	0.8373
3.2267	0.8357	0.8357
3.2504	0.834	0.834
3.2741	0.8324	0.8324
3.2978	0.8308	0.8308
3.3216	0.8291	0.8291
3.3453	0.8275	0.8275
3.369	0.8258	0.8258
3.3927	0.8242	0.8242
3.4165	0.8225	0.8225
3.4402	0.8209	0.8209
3.4639	0.8193	0.8193
3.4876	0.8176	0.8176
3.5114	0.816	0.816
3.5351	0.8143	0.8143
3.5588	0.8127	0.8127
3.5825	0.811	0.811
3.6063	0.8094	0.8094
3.63	0.8077	0.8077
3.6537	0.8061	0.8061
3.6775	0.8045	0.8045
3.7012	0.8028	0.8028
3.7249	0.8012	0.8012
3.7486	0.7995	0.7995
3.7724	0.7979	0.7979
3.7961	0.7962	0.7962
3.8198	0.7946	0.7946
3.8435	0.7929	0.7929
3.8673	0.7913	0.7913
3.891	0.7897	0.7897
3.9147	0.788	0.788
3.9384	0.7864	0.7864
3.9622	0.7847	0.7847
3.9859	0.7831	0.7831
4.0096	0.7814	0.7814
4.0333	0.7798	0.7798
4.0571	0.7781	0.7781
4.0808	0.7765	0.7765
4.1045	0.7749	0.7749
4.1282	0.7732	0.7732
4.152	0.7716	0.7716
4.1757	0.7699	0.7699
4.1994	0.7683	0.7683
4.2231	0.7666	0.7666
4.2469	0.765	0.765
4.2706	0.7633	0.7633
4.2943	0.7617	0.7617
4.318	0.7601	0.7601
4.3418	0.7584	0.7584
4.3655	0.7568	0.7568
4.3892	0.7551	0.7551
4.4129	0.7535	0.7535
4.4367	0.7518	0.7518
4.4604	0.7502	0.7502
4.4841	0.7486	0.7486
4.5078	0.7469	0.7469
4.5316	0.7453	0.7453
4.5553	0.7436	0.7436
4.579	0.742	0.742
4.6027	0.7403	0.7403
4.6265	0.7387	0.7387
4.6502	0.737	0.737
4.6739	0.7354	0.7354
4.6976	0.7338	0.7338
4.7214	0.7321	0.7321
4.7451	0.7305	0.7305
4.7688	0.7288	0.7288
4.7925	0.7272	0.7272
4.8163	0.7255	0.7255
4.84	0.7239	0.7239
4.8637	0.7222	0.7222
4.8875	0.7206	0.7206
4.9112	0.719	0.719
4.9349	0.7173	0.7173
4.9586	0.7157	0.7157
4.9824	0.714	0.714
5.0061	0.7124	0.7124
5.0298	0.7107	0.7107
5.0535	0.7091	0.7091
5.0773	0.7074	0.7074
5.101	0.7058	0.7058
5.1247	0.7042	0.7042
5.1484	0.7025	0.7025
5.1722	0.7009	0.7009
5.1959	0.6992	0.6992
5.2196	0.6976	0.6976
5.2433	0.6959	0.6959
5.2671	0.6942	0.6942
5.2908	0.6925	0.6925
5.3145	0.6906	0.6906
5.3382	0.6883	0.6883
5.362	0.685	0.685
5.3857	0.6791	0.6791
5.4094	0.6666	0.6666
5.4331	0.6387	0.6387
5.4569	0.5782	0.5782
5.4806	0.4654	0.4654
5.5043	0.3098	0.3098
5.528	0.1662	0.1662
5.5518	0.0755	0.0755
5.5755	0.0313	0.0313
5.5992	0.0125	0.0125
5.6229	0.0049	0.0049
5.6467	0.0019	0.0019
5.6704	0.0007	0.0007
5.6941	0.0003	0.0003
5.7178	0.0001	0.0001
5.7416	0.0	0.0
5.7653	0.0	0.0
5.789	0.0	0.0
5.8127	0.0	0.0
5.8365	0.0	0.0
5.8602	0.0	0.0
5.8839	0.0	0.0
5.9076	0.0	0.0
5.9314	0.0	0.0
5.9551	0.0	0.0
5.9788	0.0	0.0
6.0025	0.0	0.0
6.0263	0.0	0.0
6.05	0.0	0.0
