m	up	down
1.2165	9.79E-01	9.79E-01
1.2294	9.79E-01	9.79E-01
1.2424	9.78E-01	9.78E-01
1.2553	9.78E-01	9.78E-01
1.2682	9.77E-01	9.77E-01
1.2812	9.76E-01	9.76E-01
1.2941	9.76E-01	9.76E-01
1.3071	9.75E-01	9.75E-01
1.3200	9.74E-01	9.74E-01
1.3329	9.74E-01	9.74E-01
1.3459	9.73E-01	9.73E-01
1.3588	9.72E-01	9.72E-01
1.3718	9.72E-01	9.72E-01
1.3847	9.71E-01	9.71E-01
1.3976	9.71E-01	9.71E-01
1.4106	9.70E-01	9.70E-01
1.4235	9.69E-01	9.69E-01
1.4365	9.69E-01	9.69E-01
1.4494	9.68E-01	9.68E-01
1.4624	9.67E-01	9.67E-01
1.4753	9.67E-01	9.67E-01
1.4882	9.66E-01	9.66E-01
1.5012	9.66E-01	9.66E-01
1.5141	9.65E-01	9.65E-01
1.5271	9.64E-01	9.64E-01
1.5400	9.64E-01	9.64E-01
1.5529	9.63E-01	9.63E-01
1.5659	9.62E-01	9.62E-01
1.5788	9.62E-01	9.62E-01
1.5918	9.61E-01	9.61E-01
1.6047	9.61E-01	9.61E-01
1.6176	9.60E-01	9.60E-01
1.6306	9.59E-01	9.59E-01
1.6435	9.59E-01	9.59E-01
1.6565	9.58E-01	9.58E-01
1.6694	9.57E-01	9.57E-01
1.6824	9.57E-01	9.57E-01
1.6953	9.56E-01	9.56E-01
1.7082	9.55E-01	9.55E-01
1.7212	9.55E-01	9.55E-01
1.7341	9.54E-01	9.54E-01
1.7471	9.54E-01	9.54E-01
1.7600	9.53E-01	9.53E-01
1.7729	9.52E-01	9.52E-01
1.7859	9.52E-01	9.52E-01
1.7988	9.51E-01	9.51E-01
1.8118	9.50E-01	9.50E-01
1.8247	9.50E-01	9.50E-01
1.8376	9.49E-01	9.49E-01
1.8506	9.49E-01	9.49E-01
1.8635	9.48E-01	9.48E-01
1.8765	9.47E-01	9.47E-01
1.8894	9.47E-01	9.47E-01
1.9024	9.46E-01	9.46E-01
1.9153	9.45E-01	9.45E-01
1.9282	9.45E-01	9.45E-01
1.9412	9.44E-01	9.44E-01
1.9541	9.43E-01	9.43E-01
1.9671	9.43E-01	9.43E-01
1.9800	9.42E-01	9.42E-01
1.9929	9.42E-01	9.42E-01
2.0059	9.41E-01	9.41E-01
2.0188	9.40E-01	9.40E-01
2.0318	9.40E-01	9.40E-01
2.0447	9.39E-01	9.39E-01
2.0576	9.38E-01	9.38E-01
2.0706	9.38E-01	9.38E-01
2.0835	9.37E-01	9.37E-01
2.0965	9.37E-01	9.37E-01
2.1094	9.36E-01	9.36E-01
2.1224	9.35E-01	9.35E-01
2.1353	9.35E-01	9.35E-01
2.1482	9.34E-01	9.34E-01
2.1612	9.33E-01	9.33E-01
2.1741	9.33E-01	9.33E-01
2.1871	9.32E-01	9.32E-01
2.2000	9.31E-01	9.31E-01
2.2129	9.31E-01	9.31E-01
2.2259	9.30E-01	9.30E-01
2.2388	9.30E-01	9.30E-01
2.2518	9.29E-01	9.29E-01
2.2647	9.28E-01	9.28E-01
2.2776	9.28E-01	9.28E-01
2.2906	9.27E-01	9.27E-01
2.3035	9.26E-01	9.26E-01
2.3165	9.26E-01	9.26E-01
2.3294	9.25E-01	9.25E-01
2.3424	9.25E-01	9.25E-01
2.3553	9.24E-01	9.24E-01
2.3682	9.23E-01	9.23E-01
2.3812	9.23E-01	9.23E-01
2.3941	9.22E-01	9.22E-01
2.4071	9.21E-01	9.21E-01
2.4200	9.21E-01	9.21E-01
2.4329	9.20E-01	9.20E-01
2.4459	9.19E-01	9.19E-01
2.4588	9.19E-01	9.19E-01
2.4718	9.18E-01	9.18E-01
2.4847	9.18E-01	9.18E-01
2.4976	9.17E-01	9.17E-01
2.5106	9.16E-01	9.16E-01
2.5235	9.16E-01	9.16E-01
2.5365	9.15E-01	9.15E-01
2.5494	9.14E-01	9.14E-01
2.5624	9.14E-01	9.14E-01
2.5753	9.13E-01	9.13E-01
2.5882	9.13E-01	9.13E-01
2.6012	9.12E-01	9.12E-01
2.6141	9.11E-01	9.11E-01
2.6271	9.11E-01	9.11E-01
2.6400	9.10E-01	9.10E-01
2.6529	9.09E-01	9.09E-01
2.6659	9.09E-01	9.09E-01
2.6788	9.08E-01	9.08E-01
2.6918	9.07E-01	9.07E-01
2.7047	9.07E-01	9.07E-01
2.7176	9.06E-01	9.06E-01
2.7306	9.06E-01	9.06E-01
2.7435	9.05E-01	9.05E-01
2.7565	9.04E-01	9.04E-01
2.7694	9.04E-01	9.04E-01
2.7824	9.03E-01	9.03E-01
2.7953	9.02E-01	9.02E-01
2.8082	9.02E-01	9.02E-01
2.8212	9.01E-01	9.01E-01
2.8341	9.01E-01	9.01E-01
2.8471	9.00E-01	9.00E-01
2.8600	8.99E-01	8.99E-01
2.8729	8.99E-01	8.99E-01
2.8859	8.98E-01	8.98E-01
2.8988	8.97E-01	8.97E-01
2.9118	8.96E-01	8.96E-01
2.9247	8.94E-01	8.94E-01
2.9376	8.89E-01	8.89E-01
2.9506	8.78E-01	8.78E-01
2.9635	8.48E-01	8.48E-01
2.9765	7.76E-01	7.76E-01
2.9894	6.25E-01	6.25E-01
3.0024	4.04E-01	4.04E-01
3.0153	2.03E-01	2.03E-01
3.0282	8.43E-02	8.43E-02
3.0412	3.19E-02	3.19E-02
3.0541	1.16E-02	1.16E-02
3.0671	4.14E-03	4.14E-03
3.0800	1.47E-03	1.47E-03
3.0929	0.00E+00	0.00E+00
3.1059	0.00E+00	0.00E+00
3.1188	0.00E+00	0.00E+00
3.1318	0.00E+00	0.00E+00
3.1447	0.00E+00	0.00E+00
3.1576	0.00E+00	0.00E+00
3.1706	0.00E+00	0.00E+00
3.1835	0.00E+00	0.00E+00
3.1965	0.00E+00	0.00E+00
3.2094	0.00E+00	0.00E+00
3.2224	0.00E+00	0.00E+00
3.2353	0.00E+00	0.00E+00
3.2482	0.00E+00	0.00E+00
3.2612	0.00E+00	0.00E+00
3.2741	0.00E+00	0.00E+00
3.2871	0.00E+00	0.00E+00
3.3000	0.00E+00	0.00E+00
