m 	 up  	down	 # analytical
THICK=0.0024
RHO=4.79e-6
SIG1=0.109
SIG2=0.0213
MC=2.5
0.0	0.99	0.99
0.0108	0.99	0.99
0.0216	0.99	0.99
0.0324	0.99	0.99
0.0431	0.99	0.99
0.0539	0.99	0.99
0.0647	0.99	0.99
0.0755	0.99	0.99
0.0863	0.99	0.99
0.0971	0.99	0.99
0.1078	0.99	0.99
0.1186	0.99	0.99
0.1294	0.99	0.99
0.1402	0.99	0.99
0.151	0.99	0.99
0.1618	0.99	0.99
0.1725	0.99	0.99
0.1833	0.99	0.99
0.1941	0.99	0.99
0.2049	0.99	0.99
0.2157	0.99	0.99
0.2265	0.99	0.99
0.2373	0.99	0.99
0.248	0.99	0.99
0.2588	0.99	0.99
0.2696	0.99	0.99
0.2804	0.99	0.99
0.2912	0.99	0.99
0.302	0.99	0.99
0.3127	0.99	0.99
0.3235	0.99	0.99
0.3343	0.99	0.99
0.3451	0.99	0.99
0.3559	0.99	0.99
0.3667	0.99	0.99
0.3775	0.99	0.99
0.3882	0.99	0.99
0.399	0.99	0.99
0.4098	0.99	0.99
0.4206	0.99	0.99
0.4314	0.99	0.99
0.4422	0.99	0.99
0.4529	0.99	0.99
0.4637	0.99	0.99
0.4745	0.99	0.99
0.4853	0.99	0.99
0.4961	0.99	0.99
0.5069	0.99	0.99
0.5176	0.99	0.99
0.5284	0.99	0.99
0.5392	0.99	0.99
0.55	0.99	0.99
0.5608	0.99	0.99
0.5716	0.99	0.99
0.5824	0.99	0.99
0.5931	0.99	0.99
0.6039	0.99	0.99
0.6147	0.99	0.99
0.6255	0.99	0.99
0.6363	0.99	0.99
0.6471	0.99	0.99
0.6578	0.99	0.99
0.6686	0.99	0.99
0.6794	0.99	0.99
0.6902	0.99	0.99
0.701	0.99	0.99
0.7118	0.99	0.99
0.7225	0.99	0.99
0.7333	0.99	0.99
0.7441	0.99	0.99
0.7549	0.99	0.99
0.7657	0.99	0.99
0.7765	0.99	0.99
0.7873	0.99	0.99
0.798	0.99	0.99
0.8088	0.99	0.99
0.8196	0.99	0.99
0.8304	0.99	0.99
0.8412	0.99	0.99
0.852	0.99	0.99
0.8627	0.99	0.99
0.8735	0.99	0.99
0.8843	0.99	0.99
0.8951	0.99	0.99
0.9059	0.99	0.99
0.9167	0.99	0.99
0.9275	0.99	0.99
0.9382	0.99	0.99
0.949	0.99	0.99
0.9598	0.99	0.99
0.9706	0.99	0.99
0.9814	0.99	0.99
0.9922	0.99	0.99
1.0029	0.9898	0.9898
1.0137	0.9893	0.9893
1.0245	0.9887	0.9887
1.0353	0.9882	0.9882
1.0461	0.9876	0.9876
1.0569	0.987	0.987
1.0676	0.9865	0.9865
1.0784	0.9859	0.9859
1.0892	0.9854	0.9854
1.1	0.9848	0.9848
1.1108	0.9842	0.9842
1.1216	0.9837	0.9837
1.1324	0.9831	0.9831
1.1431	0.9826	0.9826
1.1539	0.982	0.982
1.1647	0.9814	0.9814
1.1755	0.9809	0.9809
1.1863	0.9803	0.9803
1.1971	0.9798	0.9798
1.2078	0.9792	0.9792
1.2186	0.9786	0.9786
1.2294	0.9781	0.9781
1.2402	0.9775	0.9775
1.251	0.977	0.977
1.2618	0.9764	0.9764
1.2725	0.9758	0.9758
1.2833	0.9753	0.9753
1.2941	0.9747	0.9747
1.3049	0.9742	0.9742
1.3157	0.9736	0.9736
1.3265	0.973	0.973
1.3373	0.9725	0.9725
1.348	0.9719	0.9719
1.3588	0.9714	0.9714
1.3696	0.9708	0.9708
1.3804	0.9702	0.9702
1.3912	0.9697	0.9697
1.402	0.9691	0.9691
1.4127	0.9685	0.9685
1.4235	0.968	0.968
1.4343	0.9674	0.9674
1.4451	0.9669	0.9669
1.4559	0.9663	0.9663
1.4667	0.9657	0.9657
1.4775	0.9652	0.9652
1.4882	0.9646	0.9646
1.499	0.9641	0.9641
1.5098	0.9635	0.9635
1.5206	0.9629	0.9629
1.5314	0.9624	0.9624
1.5422	0.9618	0.9618
1.5529	0.9613	0.9613
1.5637	0.9607	0.9607
1.5745	0.9601	0.9601
1.5853	0.9596	0.9596
1.5961	0.959	0.959
1.6069	0.9585	0.9585
1.6176	0.9579	0.9579
1.6284	0.9573	0.9573
1.6392	0.9568	0.9568
1.65	0.9562	0.9562
1.6608	0.9557	0.9557
1.6716	0.9551	0.9551
1.6824	0.9545	0.9545
1.6931	0.954	0.954
1.7039	0.9534	0.9534
1.7147	0.9529	0.9529
1.7255	0.9523	0.9523
1.7363	0.9517	0.9517
1.7471	0.9512	0.9512
1.7578	0.9506	0.9506
1.7686	0.9501	0.9501
1.7794	0.9495	0.9495
1.7902	0.9489	0.9489
1.801	0.9484	0.9484
1.8118	0.9478	0.9478
1.8225	0.9472	0.9472
1.8333	0.9467	0.9467
1.8441	0.9461	0.9461
1.8549	0.9456	0.9456
1.8657	0.945	0.945
1.8765	0.9444	0.9444
1.8873	0.9439	0.9439
1.898	0.9433	0.9433
1.9088	0.9428	0.9428
1.9196	0.9422	0.9422
1.9304	0.9416	0.9416
1.9412	0.9411	0.9411
1.952	0.9405	0.9405
1.9627	0.94	0.94
1.9735	0.9394	0.9394
1.9843	0.9388	0.9388
1.9951	0.9383	0.9383
2.0059	0.9377	0.9377
2.0167	0.9372	0.9372
2.0275	0.9366	0.9366
2.0382	0.936	0.936
2.049	0.9355	0.9355
2.0598	0.9349	0.9349
2.0706	0.9344	0.9344
2.0814	0.9338	0.9338
2.0922	0.9332	0.9332
2.1029	0.9327	0.9327
2.1137	0.9321	0.9321
2.1245	0.9316	0.9316
2.1353	0.931	0.931
2.1461	0.9304	0.9304
2.1569	0.9299	0.9299
2.1676	0.9293	0.9293
2.1784	0.9287	0.9287
2.1892	0.9282	0.9282
2.2	0.9276	0.9276
2.2108	0.9271	0.9271
2.2216	0.9265	0.9265
2.2324	0.9259	0.9259
2.2431	0.9254	0.9254
2.2539	0.9248	0.9248
2.2647	0.9242	0.9242
2.2755	0.9236	0.9236
2.2863	0.923	0.923
2.2971	0.9223	0.9223
2.3078	0.9216	0.9216
2.3186	0.9208	0.9208
2.3294	0.9199	0.9199
2.3402	0.9188	0.9188
2.351	0.9174	0.9174
2.3618	0.9156	0.9156
2.3725	0.9131	0.9131
2.3833	0.9095	0.9095
2.3941	0.9044	0.9044
2.4049	0.897	0.897
2.4157	0.886	0.886
2.4265	0.8699	0.8699
2.4373	0.8465	0.8465
2.448	0.813	0.813
2.4588	0.7665	0.7665
2.4696	0.7047	0.7047
2.4804	0.6269	0.6269
2.4912	0.5359	0.5359
2.502	0.4381	0.4381
2.5127	0.342	0.342
2.5235	0.2556	0.2556
2.5343	0.1841	0.1841
2.5451	0.1286	0.1286
2.5559	0.0878	0.0878
2.5667	0.059	0.059
2.5775	0.0392	0.0392
2.5882	0.0259	0.0259
2.599	0.017	0.017
2.6098	0.0111	0.0111
2.6206	0.0072	0.0072
2.6314	0.0047	0.0047
2.6422	0.0031	0.0031
2.6529	0.002	0.002
2.6637	0.0013	0.0013
2.6745	0.0008	0.0008
2.6853	0.0005	0.0005
2.6961	0.0004	0.0004
2.7069	0.0002	0.0002
2.7176	0.0001	0.0001
2.7284	0.0	0.0
2.7392	0.0	0.0
2.75	0.0	0.0
