m	up	down
1.4149	9.63E-01	9.63E-01
1.4322	9.62E-01	9.62E-01
1.4494	9.61E-01	9.61E-01
1.4667	9.60E-01	9.60E-01
1.4839	9.58E-01	9.58E-01
1.5012	9.57E-01	9.57E-01
1.5184	9.56E-01	9.56E-01
1.5357	9.55E-01	9.55E-01
1.5529	9.54E-01	9.54E-01
1.5702	9.53E-01	9.53E-01
1.5875	9.52E-01	9.52E-01
1.6047	9.51E-01	9.51E-01
1.6220	9.49E-01	9.49E-01
1.6392	9.48E-01	9.48E-01
1.6565	9.47E-01	9.47E-01
1.6737	9.46E-01	9.46E-01
1.6910	9.45E-01	9.45E-01
1.7082	9.44E-01	9.44E-01
1.7255	9.43E-01	9.43E-01
1.7427	9.42E-01	9.42E-01
1.7600	9.40E-01	9.40E-01
1.7773	9.39E-01	9.39E-01
1.7945	9.38E-01	9.38E-01
1.8118	9.37E-01	9.37E-01
1.8290	9.36E-01	9.36E-01
1.8463	9.35E-01	9.35E-01
1.8635	9.34E-01	9.34E-01
1.8808	9.33E-01	9.33E-01
1.8980	9.31E-01	9.31E-01
1.9153	9.30E-01	9.30E-01
1.9325	9.29E-01	9.29E-01
1.9498	9.28E-01	9.28E-01
1.9671	9.27E-01	9.27E-01
1.9843	9.26E-01	9.26E-01
2.0016	9.25E-01	9.25E-01
2.0188	9.24E-01	9.24E-01
2.0361	9.22E-01	9.22E-01
2.0533	9.21E-01	9.21E-01
2.0706	9.20E-01	9.20E-01
2.0878	9.19E-01	9.19E-01
2.1051	9.18E-01	9.18E-01
2.1224	9.17E-01	9.17E-01
2.1396	9.16E-01	9.16E-01
2.1569	9.15E-01	9.15E-01
2.1741	9.14E-01	9.14E-01
2.1914	9.12E-01	9.12E-01
2.2086	9.11E-01	9.11E-01
2.2259	9.10E-01	9.10E-01
2.2431	9.09E-01	9.09E-01
2.2604	9.08E-01	9.08E-01
2.2776	9.07E-01	9.07E-01
2.2949	9.06E-01	9.06E-01
2.3122	9.05E-01	9.05E-01
2.3294	9.03E-01	9.03E-01
2.3467	9.02E-01	9.02E-01
2.3639	9.01E-01	9.01E-01
2.3812	9.00E-01	9.00E-01
2.3984	8.99E-01	8.99E-01
2.4157	8.98E-01	8.98E-01
2.4329	8.97E-01	8.97E-01
2.4502	8.96E-01	8.96E-01
2.4675	8.94E-01	8.94E-01
2.4847	8.93E-01	8.93E-01
2.5020	8.92E-01	8.92E-01
2.5192	8.91E-01	8.91E-01
2.5365	8.90E-01	8.90E-01
2.5537	8.89E-01	8.89E-01
2.5710	8.88E-01	8.88E-01
2.5882	8.87E-01	8.87E-01
2.6055	8.86E-01	8.86E-01
2.6227	8.84E-01	8.84E-01
2.6400	8.83E-01	8.83E-01
2.6573	8.82E-01	8.82E-01
2.6745	8.81E-01	8.81E-01
2.6918	8.80E-01	8.80E-01
2.7090	8.79E-01	8.79E-01
2.7263	8.78E-01	8.78E-01
2.7435	8.77E-01	8.77E-01
2.7608	8.76E-01	8.76E-01
2.7780	8.74E-01	8.74E-01
2.7953	8.73E-01	8.73E-01
2.8125	8.72E-01	8.72E-01
2.8298	8.71E-01	8.71E-01
2.8471	8.70E-01	8.70E-01
2.8643	8.69E-01	8.69E-01
2.8816	8.68E-01	8.68E-01
2.8988	8.67E-01	8.67E-01
2.9161	8.65E-01	8.65E-01
2.9333	8.64E-01	8.64E-01
2.9506	8.63E-01	8.63E-01
2.9678	8.62E-01	8.62E-01
2.9851	8.61E-01	8.61E-01
3.0024	8.60E-01	8.60E-01
3.0196	8.59E-01	8.59E-01
3.0369	8.58E-01	8.58E-01
3.0541	8.57E-01	8.57E-01
3.0714	8.55E-01	8.55E-01
3.0886	8.54E-01	8.54E-01
3.1059	8.53E-01	8.53E-01
3.1231	8.52E-01	8.52E-01
3.1404	8.51E-01	8.51E-01
3.1576	8.50E-01	8.50E-01
3.1749	8.49E-01	8.49E-01
3.1922	8.48E-01	8.48E-01
3.2094	8.47E-01	8.47E-01
3.2267	8.45E-01	8.45E-01
3.2439	8.44E-01	8.44E-01
3.2612	8.43E-01	8.43E-01
3.2784	8.42E-01	8.42E-01
3.2957	8.41E-01	8.41E-01
3.3129	8.40E-01	8.40E-01
3.3302	8.39E-01	8.39E-01
3.3475	8.38E-01	8.38E-01
3.3647	8.37E-01	8.37E-01
3.3820	8.35E-01	8.35E-01
3.3992	8.34E-01	8.34E-01
3.4165	8.33E-01	8.33E-01
3.4337	8.32E-01	8.32E-01
3.4510	8.31E-01	8.31E-01
3.4682	8.30E-01	8.30E-01
3.4855	8.29E-01	8.29E-01
3.5027	8.28E-01	8.28E-01
3.5200	8.27E-01	8.27E-01
3.5373	8.25E-01	8.25E-01
3.5545	8.24E-01	8.24E-01
3.5718	8.23E-01	8.23E-01
3.5890	8.22E-01	8.22E-01
3.6063	8.21E-01	8.21E-01
3.6235	8.20E-01	8.20E-01
3.6408	8.19E-01	8.19E-01
3.6580	8.18E-01	8.18E-01
3.6753	8.17E-01	8.17E-01
3.6925	8.15E-01	8.15E-01
3.7098	8.14E-01	8.14E-01
3.7271	8.13E-01	8.13E-01
3.7443	8.12E-01	8.12E-01
3.7616	8.11E-01	8.11E-01
3.7788	8.10E-01	8.10E-01
3.7961	8.09E-01	8.09E-01
3.8133	8.08E-01	8.08E-01
3.8306	8.07E-01	8.07E-01
3.8478	8.06E-01	8.06E-01
3.8651	8.04E-01	8.04E-01
3.8824	8.03E-01	8.03E-01
3.8996	8.02E-01	8.02E-01
3.9169	8.00E-01	8.00E-01
3.9341	7.96E-01	7.96E-01
3.9514	7.83E-01	7.83E-01
3.9686	7.38E-01	7.38E-01
3.9859	6.02E-01	6.02E-01
4.0031	3.48E-01	3.48E-01
4.0204	1.30E-01	1.30E-01
4.0376	3.72E-02	3.72E-02
4.0549	9.68E-03	9.68E-03
4.0722	2.45E-03	2.45E-03
4.0894	0.00E+00	0.00E+00
4.1067	0.00E+00	0.00E+00
4.1239	0.00E+00	0.00E+00
4.1412	0.00E+00	0.00E+00
4.1584	0.00E+00	0.00E+00
4.1757	0.00E+00	0.00E+00
4.1929	0.00E+00	0.00E+00
4.2102	0.00E+00	0.00E+00
4.2275	0.00E+00	0.00E+00
4.2447	0.00E+00	0.00E+00
4.2620	0.00E+00	0.00E+00
4.2792	0.00E+00	0.00E+00
4.2965	0.00E+00	0.00E+00
4.3137	0.00E+00	0.00E+00
4.3310	0.00E+00	0.00E+00
4.3482	0.00E+00	0.00E+00
4.3655	0.00E+00	0.00E+00
4.3827	0.00E+00	0.00E+00
4.4000	0.00E+00	0.00E+00
